split,date,event_id,fight_id,label_method,label_finish_round,label_total_fight_seconds,label_time_format,scheduled_rounds,schedule_basis,over_3_5,finish_before_round_4,decision,explicit_schedule
development,2016-10-01,a196332ee4aa8a82,1cca8ba792f1e1d9,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-10-01,a196332ee4aa8a82,ba7250ef080d1603,KO/TKO,2,584.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-01,a196332ee4aa8a82,958f6e5b79ff8c33,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-10-01,a196332ee4aa8a82,412735f3e0b66ea6,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-10-01,a196332ee4aa8a82,11b369120409d2aa,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-10-01,a196332ee4aa8a82,a27a9b7b8194e8fc,SUB,2,583.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-01,a196332ee4aa8a82,b43dfe6743160a66,SUB,1,143.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-01,a196332ee4aa8a82,21b361d723fcf3cd,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-10-01,a196332ee4aa8a82,3a8cc4cda195d758,KO/TKO,3,810.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-01,a196332ee4aa8a82,8793208907eca67f,S-DEC,5,1500.0,,5,inferred_from_decision_duration,True,False,True,False
development,2016-10-08,154a6b3ffae264cd,87b61c1d72232a84,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-10-08,154a6b3ffae264cd,85bec51d0bdf511f,KO/TKO,3,880.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,8794b5f9a591daf6,KO/TKO,2,580.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,47dfd70b5780d68a,SUB,3,781.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,3be121d4f5460893,SUB,3,776.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,2f9a8807807b80d6,SUB,1,119.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,23253ebb1d86d8b4,SUB,1,262.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,17067cf55726c673,SUB,2,401.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,451d7d8c2a6bacb3,KO/TKO,2,458.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,ebc7ec239faf7b0b,KO/TKO,2,463.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-10-08,154a6b3ffae264cd,eaa63c8fb9379426,U-DEC,5,1500.0,,5,inferred_from_decision_duration,True,False,True,False
development,2016-11-05,6083f497c22cc075,4fa26e1e88583ab5,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-05,6083f497c22cc075,c1e039419a671b9e,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-05,6083f497c22cc075,2c39797c6574ff29,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-05,6083f497c22cc075,29df50b2ea446361,KO/TKO,3,753.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-05,6083f497c22cc075,23c6a428df1569bc,KO/TKO,1,54.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-05,6083f497c22cc075,588a39cab19065bc,SUB,1,97.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-05,6083f497c22cc075,51010081d59b4687,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-05,6083f497c22cc075,52943c821416dc38,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-05,6083f497c22cc075,00494c77d2a88f8c,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-05,6083f497c22cc075,43a941e005a2d463,KO/TKO,2,415.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-05,6083f497c22cc075,e322eae035f7c00f,SUB,2,433.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-05,6083f497c22cc075,c5a8e0098d1024ce,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-05,6083f497c22cc075,9220acccebf14a46,U-DEC,5,1500.0,,5,inferred_from_decision_duration,True,False,True,False
development,2016-11-12,4956f60b7fa57c1a,706228ddb6076b3f,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-12,4956f60b7fa57c1a,ef80a6eea892c296,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-12,4956f60b7fa57c1a,14477908199435e1,KO/TKO,1,79.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-12,4956f60b7fa57c1a,8172d8d996335d0a,KO/TKO,1,202.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-12,4956f60b7fa57c1a,c26806c2d554e50c,SUB,3,751.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-12,4956f60b7fa57c1a,9c4cbd0546d03f6b,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-12,4956f60b7fa57c1a,9ebfd601c43b89b3,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-12,4956f60b7fa57c1a,f37d18b5c35145bf,KO/TKO,3,624.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-12,4956f60b7fa57c1a,4403857f545ede75,U-DEC,5,1500.0,,5,inferred_from_decision_duration,True,False,True,False
development,2016-11-12,4956f60b7fa57c1a,1d7015553debd1c8,KO/TKO,2,484.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,5cde96e0a1a1fffe,30a2c7e5b90e6d74,SUB,2,415.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,5cde96e0a1a1fffe,9e75fbe17a35f272,SUB,3,732.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,5cde96e0a1a1fffe,02b39d683f027517,KO/TKO,2,346.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,5cde96e0a1a1fffe,a5e240bcd7731725,SUB,1,67.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,5cde96e0a1a1fffe,13d2b7aef67cb6ea,SUB,2,431.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,5cde96e0a1a1fffe,edcf1d6a1bd8acc7,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,5cde96e0a1a1fffe,939cc30f07131724,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,5cde96e0a1a1fffe,3e1bd51261cb61df,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,5cde96e0a1a1fffe,4c05732d411d6412,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,5cde96e0a1a1fffe,ac656cebef8cf0a4,KO/TKO,2,397.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,5cde96e0a1a1fffe,106088694fa0c682,KO/TKO,3,831.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,6810d8d2dd557cf9,bd6909a463a1de2b,KO/TKO,1,53.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,6810d8d2dd557cf9,a337e11f80a75b7d,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,6810d8d2dd557cf9,7fce3efc5d2add6e,KO/TKO,3,783.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,6810d8d2dd557cf9,1b52e24d09700dd9,SUB,2,542.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,6810d8d2dd557cf9,8eaa23d64c20b0f1,SUB,1,136.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,6810d8d2dd557cf9,24411c5356903d11,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,6810d8d2dd557cf9,dad034faf3d62cb9,SUB,2,571.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,6810d8d2dd557cf9,ad0bac98558900af,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,6810d8d2dd557cf9,f1afa75c8d492550,KO/TKO,2,520.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-19,6810d8d2dd557cf9,e4795ab9bdd6fb38,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,6810d8d2dd557cf9,689116759885e4a5,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,6810d8d2dd557cf9,6b5fe10e6e7d160a,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-19,6810d8d2dd557cf9,b5268a0c2df32a24,KO/TKO,1,277.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-26,73e09f837f3b5ecc,0da0dc2c7eb29f58,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,2e209dc450b7ebe3,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,4f60a7e7b848bc6d,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,291d91378a96d1e8,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,2c0a58ef0324e18b,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,64bc223daa594bcc,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,71854cfe738d6ee1,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,314aea77cd24210f,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,d1c519260c0ddf3a,SUB,1,247.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-26,73e09f837f3b5ecc,2cab927474cb6e62,KO/TKO,2,426.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-11-26,73e09f837f3b5ecc,450760216f5643ca,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,0d33d43bee65d98f,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-11-26,73e09f837f3b5ecc,6d04fbef6b8e4551,KO/TKO,1,247.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-03,bd4389b71fdc0ce2,fe132ef2ab8ae9d2,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-03,bd4389b71fdc0ce2,163fbb2185730846,KO/TKO,2,507.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-03,bd4389b71fdc0ce2,5ae45d20a60dc109,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-03,bd4389b71fdc0ce2,c5d48ca7c22f857e,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-03,bd4389b71fdc0ce2,63b35df1276b3d64,KO/TKO,1,227.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-03,bd4389b71fdc0ce2,019983faebec6d64,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-03,bd4389b71fdc0ce2,36830f6eb3c847f5,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-03,bd4389b71fdc0ce2,a716172939767cab,SUB,2,472.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-03,bd4389b71fdc0ce2,9cad47cdd6351e50,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-03,bd4389b71fdc0ce2,27ff7028ec8c2161,KO/TKO,1,245.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-03,bd4389b71fdc0ce2,5e1370a92ce8abb0,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-03,bd4389b71fdc0ce2,02822c35ffef5a50,U-DEC,5,1500.0,,5,inferred_from_decision_duration,True,False,True,False
development,2016-12-09,7139cd2ae4bf6a29,87b6c507a7684ec2,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-09,7139cd2ae4bf6a29,770312f3ca8506b6,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-09,7139cd2ae4bf6a29,a71febed166b7d42,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-09,7139cd2ae4bf6a29,4bf0be780f2d09be,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-09,7139cd2ae4bf6a29,0b26d635106aea1c,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-09,7139cd2ae4bf6a29,85feac6924abb35b,SUB,1,252.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-09,7139cd2ae4bf6a29,02e3699be1d8daa2,KO/TKO,2,385.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-09,7139cd2ae4bf6a29,9555d8941df4a998,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-09,7139cd2ae4bf6a29,25cd989ac5569629,KO/TKO,2,474.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-09,7139cd2ae4bf6a29,14e7bb7a9d49450d,KO/TKO,2,456.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-09,7139cd2ae4bf6a29,0769ab47fcf0bf6b,SUB,1,117.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-09,7139cd2ae4bf6a29,cb1e57b5f8c92922,KO/TKO,4,1122.0,,5,inferred_five_round_late_finish,True,False,False,False
development,2016-12-10,6e3282d57d2467a0,d573e571d8349b5d,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-10,6e3282d57d2467a0,8b983e834df0c6c4,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-10,6e3282d57d2467a0,071d488ec8ccf254,KO/TKO,1,100.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-10,6e3282d57d2467a0,b121f30d7fc9ea6c,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-10,6e3282d57d2467a0,ca9804845b010845,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-10,6e3282d57d2467a0,04f27a78e4ffce47,SUB,2,477.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-10,6e3282d57d2467a0,0af90a49f0ca1879,SUB,1,278.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-10,6e3282d57d2467a0,761a215d51a0442e,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-10,6e3282d57d2467a0,07b98dbf5d2c62a2,KO/TKO,3,765.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-10,6e3282d57d2467a0,5f0aa841c21f7d30,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-10,6e3282d57d2467a0,96404a3b32791c8d,KO/TKO,3,634.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-10,6e3282d57d2467a0,977a758d869f9e7a,KO/TKO,3,890.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-17,32541eb5d12668b4,1ca4274019680d23,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,88c712be47805d63,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,ca6d4239726931f9,KO/TKO,1,184.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-17,32541eb5d12668b4,d77ace7aadb2383e,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,7979888b1fb5eb39,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,30f6cf4253b13b76,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,677588ea237aa5c0,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,4b35edc671de861f,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,01f396a7372dc8ff,SUB,2,419.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-17,32541eb5d12668b4,473b9b56cdaedba3,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,2cdf841a057d9039,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-17,32541eb5d12668b4,23bc29f1b6baacad,SUB,2,400.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-17,32541eb5d12668b4,5840527835a8ffb2,SUB,1,201.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-30,4b2390cfaceb91d8,d8c7497043e7e5bd,SUB,1,270.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-30,4b2390cfaceb91d8,31acf87e89a4a401,KO/TKO,1,214.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2016-12-30,4b2390cfaceb91d8,78736e322574e500,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-30,4b2390cfaceb91d8,abf0f8234f6be37e,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-30,4b2390cfaceb91d8,ab847a4cf397d7d5,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-30,4b2390cfaceb91d8,3d07a533feca7458,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-30,4b2390cfaceb91d8,7f663d67422c1b24,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2016-12-30,4b2390cfaceb91d8,25e6b11e1cf45b83,U-DEC,5,1500.0,,5,inferred_from_decision_duration,True,False,True,False
development,2016-12-30,4b2390cfaceb91d8,0aad210fbaa1db6c,KO/TKO,1,48.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-15,46effbd1135423c5,c1356395d6b055d7,KO/TKO,1,161.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-15,46effbd1135423c5,ae803440d778a12b,KO/TKO,3,725.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-15,46effbd1135423c5,3f7684492c9df05e,KO/TKO,2,461.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-15,46effbd1135423c5,53c3565ee1d3411a,SUB,3,819.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-15,46effbd1135423c5,8156479490877d08,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2017-01-15,46effbd1135423c5,1a81573425c585fb,SUB,1,177.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-15,46effbd1135423c5,b60bbec8ec98941b,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2017-01-15,46effbd1135423c5,bbb67c2ac4453d64,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2017-01-15,46effbd1135423c5,7685701c382cd49a,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2017-01-15,46effbd1135423c5,8edb831924d69dd9,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2017-01-15,46effbd1135423c5,00720c46f864fe03,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2017-01-15,46effbd1135423c5,5742025a09190829,KO/TKO,2,324.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-28,4512e46543b960ad,6eb382e2c51fc4f5,SUB,1,234.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-28,4512e46543b960ad,0094d2ed98819f7a,S-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2017-01-28,4512e46543b960ad,99373dc33dfbf6e0,KO/TKO,1,147.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-28,4512e46543b960ad,481aef2d2802ec68,SUB,1,134.0,,3,assumed_three_round_early_finish,False,True,False,False
development,2017-01-28,4512e46543b960ad,1cd0ce0e2312ad52,U-DEC,3,900.0,,3,inferred_from_decision_duration,False,True,True,False
development,2017-01-28,4512e46543b960ad,c5865afc31cb6c59,KO/TKO,2,585.0,,3,assumed_three_round_early_finish,False,True,False,False
