date,result,fighter,opponent,division,method,round,time,knockdowns,sub_attempts,pass,reversals,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts,fighter_stance,opponent_stance,index
"September 04, 2021",W,Paddy Pimblett,Luigi Vendramini,Lightweight,KO/TKO,1,4:25,1,0,0.0,0:09,0,2,47,81,47,81,29,62,7,8,11,11,46,80,1,1,0,0,0.0,0.0,3180
"September 04, 2021",L,Luigi Vendramini,Paddy Pimblett,Lightweight,KO/TKO,1,4:25,0,0,0.0,0:27,1,1,25,51,30,56,14,40,4,4,7,7,21,45,3,5,1,1,0.0,0.0,3181
"September 04, 2021",W,Molly McCann,Ji Yeon Kim,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,0:47,2,3,127,272,130,275,110,249,16,22,1,1,126,270,1,2,0,0,0.0,0.0,3182
"September 04, 2021",L,Ji Yeon Kim,Molly McCann,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,2:35,0,2,122,361,134,374,87,316,24,33,11,12,114,349,6,10,2,2,0.0,0.0,3183
"September 04, 2021",W,Jack Shore,Liudvik Sholinian,Bantamweight,U-DEC,3,5:00,0,1,0.0,4:28,2,8,92,155,104,168,59,116,11,14,22,25,80,138,8,12,4,5,0.0,0.0,3184
"September 04, 2021",L,Liudvik Sholinian,Jack Shore,Bantamweight,U-DEC,3,5:00,0,0,0.0,1:26,0,4,19,92,33,108,13,85,6,7,0,0,16,89,2,2,1,1,0.0,0.0,3185
"September 04, 2021",W,Julian Erosa,Charles Jourdain,Catch Weight,SUB,3,2:56,0,1,0.0,2:35,2,5,103,214,106,217,66,168,29,38,8,8,80,187,22,26,1,1,2.0,1.0,3186
"September 04, 2021",L,Charles Jourdain,Julian Erosa,Catch Weight,SUB,3,2:56,1,0,0.0,0:00,0,0,85,163,103,181,50,118,21,30,14,15,64,129,20,32,1,2,1.0,2.0,3187
"September 04, 2021",W,Marc-Andre Barriault,Dalcha Lungiambula,Middleweight,U-DEC,3,5:00,0,0,0.0,0:31,0,0,118,289,128,299,80,233,24,40,14,16,93,250,25,39,0,0,0.0,0.0,3188
"September 04, 2021",L,Dalcha Lungiambula,Marc-Andre Barriault,Middleweight,U-DEC,3,5:00,0,0,0.0,0:32,2,5,85,217,87,219,60,185,21,26,4,6,64,185,21,32,0,0,0.0,0.0,3189
"August 28, 2021",W,Giga Chikadze,Edson Barboza,Featherweight,KO/TKO,3,1:44,2,2,0.0,0:41,0,0,60,117,70,128,31,80,16,22,13,15,56,113,0,0,4,4,0.0,0.0,3190
"August 28, 2021",L,Edson Barboza,Giga Chikadze,Featherweight,KO/TKO,3,1:44,0,0,0.0,0:00,0,0,33,95,33,95,15,70,10,15,8,10,33,95,0,0,0,0,0.0,0.0,3191
"August 28, 2021",W,Bryan Battle,Gilbert Urbina,Middleweight,SUB,2,2:15,0,1,0.0,1:22,1,1,46,87,54,96,17,54,23,27,6,6,30,68,15,18,1,1,0.0,0.0,3192
"August 28, 2021",L,Gilbert Urbina,Bryan Battle,Middleweight,SUB,2,2:15,0,0,0.0,2:40,2,6,45,76,63,95,33,62,9,11,3,3,15,39,18,23,12,14,0.0,0.0,3193
"August 28, 2021",W,Ricky Turcios,Brady Hiestand,Bantamweight,S-DEC,3,5:00,1,0,1.0,2:32,2,4,100,171,201,281,83,150,14,18,3,3,67,131,22,27,11,13,0.0,0.0,3194
"August 28, 2021",L,Brady Hiestand,Ricky Turcios,Bantamweight,S-DEC,3,5:00,0,0,1.0,7:40,6,11,66,134,82,152,59,124,6,9,1,1,52,117,8,10,6,7,0.0,0.0,3195
"August 28, 2021",W,Daniel Rodriguez,Kevin Lee,Welterweight,U-DEC,3,5:00,0,0,1.0,0:45,0,0,120,210,137,229,87,175,7,8,26,27,113,202,0,0,7,8,2.0,0.0,3196
"August 28, 2021",L,Kevin Lee,Daniel Rodriguez,Welterweight,U-DEC,3,5:00,0,0,0.0,3:34,3,7,56,160,74,181,39,134,12,21,5,5,55,157,0,0,1,3,0.0,2.0,3197
"August 28, 2021",W,Andre Petroski,Micheal Gillmore,Middleweight,KO/TKO,3,3:12,0,1,0.0,7:38,4,9,46,80,91,131,36,69,10,11,0,0,17,42,0,0,29,38,1.0,0.0,3198
"August 28, 2021",L,Micheal Gillmore,Andre Petroski,Middleweight,KO/TKO,3,3:12,0,0,0.0,0:03,0,0,31,52,38,59,14,34,4,4,13,14,28,49,0,0,3,3,0.0,1.0,3199
"August 28, 2021",W,Gerald Meerschaert,Makhmud Muradov,Middleweight,SUB,2,1:49,0,1,0.0,0:55,3,10,32,56,39,65,23,45,3,5,6,6,32,55,0,1,0,0,2.0,0.0,3200
"August 28, 2021",L,Makhmud Muradov,Gerald Meerschaert,Middleweight,SUB,2,1:49,0,0,0.0,0:16,0,0,40,99,41,100,27,81,8,13,5,5,36,92,4,7,0,0,0.0,2.0,3201
"August 28, 2021",W,Abdul Razak Alhassan,Alessio Di Chirico,Middleweight,KO/TKO,1,0:17,1,0,0.0,0:00,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,3202
"August 28, 2021",L,Alessio Di Chirico,Abdul Razak Alhassan,Middleweight,KO/TKO,1,0:17,0,0,0.0,0:00,0,0,1,2,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0.0,0.0,3203
"August 28, 2021",W,Wellington Turman,Sam Alvey,Middleweight,S-DEC,3,5:00,0,0,0.0,2:54,2,9,69,119,75,126,36,77,19,27,14,15,63,113,6,6,0,0,0.0,2.0,3204
"August 28, 2021",L,Sam Alvey,Wellington Turman,Middleweight,S-DEC,3,5:00,0,0,0.0,1:54,0,0,68,122,114,169,55,105,9,13,4,4,58,112,10,10,0,0,2.0,0.0,3205
"August 28, 2021",W,Dustin Jacoby,Darren Stewart,Light Heavyweight,KO/TKO,1,3:04,0,0,0.0,0:23,0,1,37,61,38,63,33,53,3,6,1,2,30,52,6,8,1,1,0.0,0.0,3206
"August 28, 2021",L,Darren Stewart,Dustin Jacoby,Light Heavyweight,KO/TKO,1,3:04,0,0,0.0,0:43,2,2,18,33,22,37,11,26,4,4,3,3,13,28,5,5,0,0,0.0,0.0,3207
"August 28, 2021",W,JJ Aldrich,Vanessa Demopoulos,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,4:19,1,2,93,134,121,165,75,114,17,19,1,1,64,93,6,7,23,34,2.0,0.0,3208
"August 28, 2021",L,Vanessa Demopoulos,JJ Aldrich,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,1:53,0,5,70,162,87,185,41,122,22,32,7,8,53,138,15,22,2,2,0.0,2.0,3209
"August 28, 2021",W,Pat Sabatini,Jamall Emmers,Featherweight,SUB,1,1:53,0,2,0.0,0:00,0,1,1,9,1,9,1,9,0,0,0,0,1,9,0,0,0,0,0.0,0.0,3210
"August 28, 2021",L,Jamall Emmers,Pat Sabatini,Featherweight,SUB,1,1:53,0,1,0.0,0:49,0,0,10,14,12,17,3,7,6,6,1,1,8,12,0,0,2,2,0.0,0.0,3211
"August 28, 2021",W,Mana Martinez,Guido Cannetti,Bantamweight,S-DEC,3,5:00,0,0,0.0,1:07,2,3,79,157,88,169,35,98,31,44,13,15,72,147,3,4,4,6,0.0,2.0,3212
"August 28, 2021",L,Guido Cannetti,Mana Martinez,Bantamweight,S-DEC,3,5:00,0,0,1.0,0:28,0,0,66,109,68,111,21,57,13,19,32,33,64,105,0,1,2,3,2.0,0.0,3213
"August 21, 2021",W,Jared Cannonier,Kelvin Gastelum,Middleweight,U-DEC,5,5:00,1,0,0.0,0:02,0,0,81,207,91,218,51,162,20,31,10,14,79,205,2,2,0,0,1.0,2.0,3214
"August 21, 2021",L,Kelvin Gastelum,Jared Cannonier,Middleweight,U-DEC,5,5:00,0,0,0.0,2:31,0,8,89,246,89,246,48,187,22,36,19,23,88,243,1,3,0,0,2.0,1.0,3215
"August 21, 2021",W,Mark Madsen,Clay Guida,Lightweight,S-DEC,3,5:00,0,0,0.0,0:54,0,1,98,192,101,198,70,159,17,21,11,12,80,172,18,20,0,0,0.0,0.0,3216
"August 21, 2021",L,Clay Guida,Mark Madsen,Lightweight,S-DEC,3,5:00,0,0,0.0,0:00,0,0,72,212,72,212,30,161,5,13,37,38,64,203,8,9,0,0,0.0,0.0,3217
"August 21, 2021",W,Parker Porter,Chase Sherman,Heavyweight,U-DEC,3,5:00,0,0,0.0,2:19,1,8,149,278,159,294,116,243,17,17,16,18,141,270,7,7,1,1,0.0,0.0,3218
"August 21, 2021",L,Chase Sherman,Parker Porter,Heavyweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,117,249,121,253,69,199,15,17,33,33,115,247,2,2,0,0,0.0,0.0,3219
"August 21, 2021",W,Saidyokub Kakhramonov,Trevin Jones,Bantamweight,SUB,3,4:39,0,4,0.0,1:07,2,7,36,65,123,163,21,48,10,11,5,6,21,46,15,19,0,0,0.0,2.0,3220
"August 21, 2021",L,Trevin Jones,Saidyokub Kakhramonov,Bantamweight,SUB,3,4:39,0,0,0.0,8:59,1,8,12,31,70,112,6,23,5,7,1,1,5,21,5,5,2,5,2.0,0.0,3221
"August 21, 2021",W,Vinc Pichel,Austin Hubbard,Lightweight,U-DEC,3,5:00,0,0,0.0,2:29,0,4,71,160,96,187,28,108,16,23,27,29,59,145,10,12,2,3,0.0,0.0,3222
"August 21, 2021",L,Austin Hubbard,Vinc Pichel,Lightweight,U-DEC,3,5:00,0,0,0.0,2:14,4,7,56,152,66,171,29,110,17,31,10,11,51,145,4,6,1,1,0.0,0.0,3223
"August 21, 2021",W,Alexandre Pantoja,Brandon Royval,Flyweight,SUB,2,1:46,0,2,0.0,2:51,3,6,22,40,23,41,19,37,3,3,0,0,21,38,1,2,0,0,0.0,2.0,3224
"August 21, 2021",L,Brandon Royval,Alexandre Pantoja,Flyweight,SUB,2,1:46,0,0,0.0,0:08,1,1,17,61,27,79,12,53,3,5,2,3,17,60,0,0,0,1,2.0,0.0,3225
"August 21, 2021",W,Austin Lingo,Luis Saldana,Featherweight,U-DEC,3,5:00,1,0,0.0,1:31,0,0,73,181,74,185,45,143,23,32,5,6,73,179,0,2,0,0,0.0,0.0,3226
"August 21, 2021",L,Luis Saldana,Austin Lingo,Featherweight,U-DEC,3,5:00,0,0,0.0,0:19,0,5,77,160,81,165,34,111,26,31,17,18,75,158,2,2,0,0,0.0,0.0,3227
"August 21, 2021",W,Brian Kelleher,Domingo Pilarte,Bantamweight,U-DEC,3,5:00,0,2,1.0,12:49,3,3,28,40,236,279,24,35,2,3,2,2,1,3,0,0,27,37,1.0,2.0,3228
"August 21, 2021",L,Domingo Pilarte,Brian Kelleher,Bantamweight,U-DEC,3,5:00,0,0,0.0,1:29,0,0,3,11,117,159,2,8,1,2,0,1,2,9,0,1,1,1,2.0,1.0,3229
"August 21, 2021",W,Josiane Nunes,Bea Malecki,Women's Bantamweight,KO/TKO,1,4:54,1,0,0.0,0:05,0,0,52,129,52,129,26,89,15,26,11,14,45,118,7,11,0,0,2.0,0.0,3230
"August 21, 2021",L,Bea Malecki,Josiane Nunes,Women's Bantamweight,KO/TKO,1,4:54,0,0,0.0,0:00,0,0,35,82,35,82,13,53,12,19,10,10,35,82,0,0,0,0,0.0,2.0,3231
"August 21, 2021",W,William Knight,Fabio Cherant,Light Heavyweight,KO/TKO,1,3:58,1,0,0.0,0:02,0,0,14,24,14,24,5,13,1,1,8,10,11,21,0,0,3,3,0.0,2.0,3232
"August 21, 2021",L,Fabio Cherant,William Knight,Light Heavyweight,KO/TKO,1,3:58,0,0,0.0,0:00,0,0,15,23,15,23,3,11,10,10,2,2,15,23,0,0,0,0,2.0,0.0,3233
"August 21, 2021",W,Ignacio Bahamondes,Roosevelt Roberts,Lightweight,KO/TKO,3,4:55,1,0,0.0,1:38,0,0,105,228,124,260,41,145,31,43,33,40,97,216,6,9,2,3,0.0,0.0,3234
"August 21, 2021",L,Roosevelt Roberts,Ignacio Bahamondes,Lightweight,KO/TKO,3,4:55,0,0,0.0,1:44,0,12,55,168,65,185,47,154,2,5,6,9,54,166,1,2,0,0,0.0,0.0,3235
"August 21, 2021",W,Ramiz Brahimaj,Sasha Palatnikov,Welterweight,SUB,1,2:33,0,1,0.0,2:12,2,2,1,2,3,5,1,2,0,0,0,0,1,2,0,0,0,0,0.0,1.0,3236
"August 21, 2021",L,Sasha Palatnikov,Ramiz Brahimaj,Welterweight,SUB,1,2:33,0,0,0.0,0:00,0,0,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,1.0,0.0,3237
"August 07, 2021",W,Ciryl Gane,Derrick Lewis,Heavyweight,KO/TKO,3,4:11,0,0,0.0,1:21,0,1,98,122,112,136,50,69,16,21,32,32,67,89,16,17,15,16,0.0,0.0,3238
"August 07, 2021",L,Derrick Lewis,Ciryl Gane,Heavyweight,KO/TKO,3,4:11,0,0,0.0,0:08,0,1,16,37,16,37,8,24,6,11,2,2,15,36,1,1,0,0,0.0,0.0,3239
"August 07, 2021",W,Jose Aldo,Pedro Munhoz,Bantamweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,114,223,114,223,74,168,32,47,8,8,114,223,0,0,0,0,0.0,0.0,3240
"August 07, 2021",L,Pedro Munhoz,Jose Aldo,Bantamweight,U-DEC,3,5:00,0,0,0.0,0:10,0,0,75,179,75,179,35,131,3,6,37,42,71,175,4,4,0,0,0.0,0.0,3241
"August 07, 2021",W,Vicente Luque,Michael Chiesa,Welterweight,SUB,1,3:25,0,1,0.0,0:10,0,0,7,12,8,13,2,7,1,1,4,4,7,12,0,0,0,0,0.0,2.0,3242
"August 07, 2021",L,Michael Chiesa,Vicente Luque,Welterweight,SUB,1,3:25,0,2,0.0,1:01,1,1,4,12,6,16,4,12,0,0,0,0,4,12,0,0,0,0,2.0,0.0,3243
"August 07, 2021",W,Tecia Torres,Angela Hill,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0:16,1,6,144,298,166,322,80,217,41,52,23,29,127,274,16,22,1,2,0.0,0.0,3244
"August 07, 2021",L,Angela Hill,Tecia Torres,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,1:56,2,7,96,188,99,191,64,141,29,41,3,6,73,160,22,26,1,2,0.0,0.0,3245
"August 07, 2021",W,Song Yadong,Casey Kenney,Bantamweight,S-DEC,3,5:00,0,0,0.0,0:20,0,3,116,257,121,263,66,197,34,44,16,16,110,249,6,8,0,0,0.0,2.0,3246
"August 07, 2021",L,Casey Kenney,Song Yadong,Bantamweight,S-DEC,3,5:00,0,0,0.0,0:26,1,5,78,190,85,199,45,140,20,31,13,19,77,188,1,2,0,0,2.0,0.0,3247
"August 07, 2021",W,Rafael Fiziev,Bobby Green,Lightweight,U-DEC,3,5:00,0,0,0.0,0:08,0,0,104,223,104,223,47,132,26,44,31,47,96,212,8,11,0,0,1.0,0.0,3248
"August 07, 2021",L,Bobby Green,Rafael Fiziev,Lightweight,U-DEC,3,5:00,0,0,0.0,0:00,0,2,143,263,143,263,93,197,34,45,16,21,138,257,5,6,0,0,0.0,1.0,3249
"August 07, 2021",W,Vince Morales,Drako Rodriguez,Bantamweight,U-DEC,3,5:00,0,0,0.0,0:40,1,4,76,196,84,204,46,150,26,40,4,6,69,183,7,12,0,1,0.0,0.0,3250
"August 07, 2021",L,Drako Rodriguez,Vince Morales,Bantamweight,U-DEC,3,5:00,0,0,0.0,1:14,3,5,55,151,60,156,45,138,2,3,8,10,49,143,5,7,1,1,0.0,0.0,3251
"August 07, 2021",W,Alonzo Menifield,Ed Herman,Light Heavyweight,U-DEC,3,5:00,0,0,0.0,0:48,1,1,93,140,94,141,75,122,4,4,14,14,70,107,13,21,10,12,0.0,0.0,3252
"August 07, 2021",L,Ed Herman,Alonzo Menifield,Light Heavyweight,U-DEC,3,5:00,0,0,0.0,0:01,0,0,41,126,42,127,31,115,9,10,1,1,38,119,3,7,0,0,0.0,0.0,3253
"August 07, 2021",W,Jessica Penne,Karolina Kowalkiewicz,Women's Strawweight,SUB,1,4:32,0,1,0.0,3:13,1,1,12,19,21,30,9,16,3,3,0,0,4,10,0,0,8,9,0.0,0.0,3254
"August 07, 2021",L,Karolina Kowalkiewicz,Jessica Penne,Women's Strawweight,SUB,1,4:32,0,0,0.0,0:26,1,1,8,12,28,36,3,7,0,0,5,5,4,7,0,0,4,5,0.0,0.0,3255
"August 07, 2021",W,Manel Kape,Ode Osbourne,Flyweight,KO/TKO,1,4:44,1,0,0.0,0:02,0,0,19,29,19,29,14,23,2,3,3,3,16,25,0,0,3,4,2.0,2.0,3256
"August 07, 2021",L,Ode Osbourne,Manel Kape,Flyweight,KO/TKO,1,4:44,0,0,0.0,0:00,0,0,18,38,18,38,9,25,6,8,3,5,18,38,0,0,0,0,2.0,2.0,3257
"August 07, 2021",W,Miles Johns,Anderson Dos Santos,Bantamweight,KO/TKO,3,1:16,1,0,0.0,0:00,0,0,80,118,80,118,54,90,11,12,15,16,78,116,2,2,0,0,0.0,0.0,3258
"August 07, 2021",L,Anderson Dos Santos,Miles Johns,Bantamweight,KO/TKO,3,1:16,0,0,0.0,0:09,0,5,32,164,33,165,24,149,3,9,5,6,31,163,1,1,0,0,0.0,0.0,3259
"August 07, 2021",W,Melissa Gatto,Victoria Leonardo,Women's Flyweight,KO/TKO,2,5:00,0,0,1.0,1:50,1,5,70,121,96,148,42,83,12,19,16,19,63,110,6,10,1,1,0.0,0.0,3260
"August 07, 2021",L,Victoria Leonardo,Melissa Gatto,Women's Flyweight,KO/TKO,2,5:00,0,0,2.0,2:27,0,3,43,91,59,110,14,58,13,17,16,16,38,84,3,4,2,3,0.0,0.0,3261
"August 07, 2021",W,Johnny Munoz,Jamey Simmons,Bantamweight,SUB,2,2:35,0,3,0.0,2:04,2,3,14,71,24,85,6,61,2,2,6,8,13,68,0,1,1,2,0.0,0.0,3262
"August 07, 2021",L,Jamey Simmons,Johnny Munoz,Bantamweight,SUB,2,2:35,0,0,0.0,0:00,0,0,7,37,10,40,4,31,1,3,2,3,7,37,0,0,0,0,0.0,0.0,3263
"July 31, 2021",W,Sean Strickland,Uriah Hall,Middleweight,U-DEC,5,5:00,0,0,0.0,7:02,4,6,186,428,221,472,173,414,10,11,3,3,169,400,9,12,8,16,0.0,0.0,3264
"July 31, 2021",L,Uriah Hall,Sean Strickland,Middleweight,U-DEC,5,5:00,0,0,0.0,0:00,0,0,107,258,122,273,56,173,33,66,18,19,106,257,1,1,0,0,0.0,0.0,3265
"July 31, 2021",W,Cheyanne Vlismas,Gloria de Paula,Women's Strawweight,KO/TKO,1,1:00,1,0,0.0,0:34,1,1,11,16,11,16,11,15,0,1,0,0,4,8,0,0,7,8,1.0,0.0,3266
"July 31, 2021",L,Gloria de Paula,Cheyanne Vlismas,Women's Strawweight,KO/TKO,1,1:00,0,0,0.0,0:00,0,0,5,8,8,11,5,8,0,0,0,0,5,8,0,0,0,0,0.0,1.0,3267
"July 31, 2021",W,Jared Gooden,Niklas Stolze,Welterweight,KO/TKO,1,1:08,1,0,0.0,0:21,1,1,14,23,14,23,11,17,0,3,3,3,13,21,0,0,1,2,0.0,1.0,3268
"July 31, 2021",L,Niklas Stolze,Jared Gooden,Welterweight,KO/TKO,1,1:08,0,0,0.0,0:00,0,0,7,13,7,13,4,10,2,2,1,1,7,13,0,0,0,0,1.0,0.0,3269
"July 31, 2021",W,Melsik Baghdasaryan,Collin Anglin,Featherweight,KO/TKO,2,1:50,1,0,0.0,1:11,0,0,44,75,51,82,28,52,12,15,4,8,32,62,10,10,2,3,2.0,0.0,3270
"July 31, 2021",L,Collin Anglin,Melsik Baghdasaryan,Featherweight,KO/TKO,2,1:50,0,0,0.0,0:18,1,1,25,51,28,57,14,34,9,15,2,2,19,43,6,8,0,0,0.0,2.0,3271
"July 31, 2021",W,Jason Witt,Bryan Barberena,Welterweight,M-DEC,3,5:00,1,1,0.0,5:38,8,18,35,83,56,105,27,71,8,12,0,0,25,67,6,10,4,6,0.0,2.0,3272
"July 31, 2021",L,Bryan Barberena,Jason Witt,Welterweight,M-DEC,3,5:00,0,0,1.0,0:47,0,1,50,113,114,178,50,110,0,3,0,0,40,99,4,6,6,8,2.0,0.0,3273
"July 31, 2021",W,Chris Gruetzemacher,Rafa Garcia,Lightweight,U-DEC,3,5:00,0,0,0.0,0:03,0,1,100,190,176,268,60,147,31,32,9,11,76,163,24,27,0,0,0.0,0.0,3274
"July 31, 2021",L,Rafa Garcia,Chris Gruetzemacher,Lightweight,U-DEC,3,5:00,0,1,0.0,6:26,5,12,72,146,90,166,58,129,7,8,7,9,58,124,11,17,3,5,0.0,0.0,3275
"July 31, 2021",D,Danny Chavez,Kai Kamaka,Featherweight,M-DEC,3,5:00,0,0,0.0,0:35,1,5,41,110,53,122,25,81,7,14,9,15,28,91,10,16,3,3,0.0,0.0,3276
"July 31, 2021",D,Kai Kamaka,Danny Chavez,Featherweight,M-DEC,3,5:00,0,0,0.0,3:33,0,3,48,77,80,114,9,28,15,20,24,29,42,68,6,9,0,0,0.0,0.0,3277
"July 31, 2021",W,Jinh Yu Frey,Ashley Yoder,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0:02,0,1,88,185,89,186,46,129,15,25,27,31,77,173,10,11,1,1,2.0,2.0,3278
"July 31, 2021",L,Ashley Yoder,Jinh Yu Frey,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0:41,0,8,91,236,96,241,59,188,15,25,17,23,90,233,1,3,0,0,2.0,2.0,3279
"July 31, 2021",W,Zarrukh Adashev,Ryan Benoit,Flyweight,U-DEC,3,5:00,0,1,0.0,0:45,0,4,78,143,81,146,50,108,12,17,16,18,74,137,2,2,2,4,2.0,0.0,3280
"July 31, 2021",L,Ryan Benoit,Zarrukh Adashev,Flyweight,U-DEC,3,5:00,1,0,0.0,1:19,0,1,37,129,55,151,32,118,2,8,3,3,33,125,0,0,4,4,0.0,2.0,3281
"July 31, 2021",W,Phil Rowe,Orion Cosce,Welterweight,KO/TKO,2,4:21,1,0,0.0,0:12,0,0,46,93,53,101,32,76,13,16,1,1,33,78,13,15,0,0,0.0,1.0,3282
"July 31, 2021",L,Orion Cosce,Phil Rowe,Welterweight,KO/TKO,2,4:21,0,0,0.0,6:34,2,6,22,52,51,82,17,45,3,4,2,3,16,44,3,5,3,3,1.0,0.0,3283
"July 24, 2021",W,TJ Dillashaw,Cory Sandhagen,Bantamweight,S-DEC,5,5:00,0,0,0.0,8:22,2,19,110,268,169,332,59,208,10,14,41,46,98,245,8,14,4,9,0.0,1.0,3284
"July 24, 2021",L,Cory Sandhagen,TJ Dillashaw,Bantamweight,S-DEC,5,5:00,0,1,0.0,0:00,0,1,128,281,171,331,110,258,10,14,8,9,126,278,2,2,0,1,1.0,0.0,3285
"July 24, 2021",W,Raulian Paiva,Kyler Phillips,Bantamweight,M-DEC,3,5:00,0,0,0.0,3:32,2,6,51,117,72,147,37,96,14,21,0,0,41,102,7,10,3,5,0.0,0.0,3286
"July 24, 2021",L,Kyler Phillips,Raulian Paiva,Bantamweight,M-DEC,3,5:00,1,0,1.0,3:02,4,9,74,132,95,155,62,115,7,11,5,6,43,95,8,9,23,28,0.0,0.0,3287
"July 24, 2021",W,Darren Elkins,Darrick Minner,Featherweight,KO/TKO,2,3:48,0,0,2.0,3:01,1,2,20,30,137,154,18,28,2,2,0,0,2,4,2,3,16,23,0.0,0.0,3288
"July 24, 2021",L,Darrick Minner,Darren Elkins,Featherweight,KO/TKO,2,3:48,0,3,2.0,4:41,2,2,19,35,36,55,14,27,4,5,1,3,5,13,4,7,10,15,0.0,0.0,3289
"July 24, 2021",W,Maycee Barber,Miranda Maverick,Women's Flyweight,S-DEC,3,5:00,0,0,0.0,2:26,1,6,36,111,38,117,30,99,5,11,1,1,26,96,10,15,0,0,1.0,2.0,3290
"July 24, 2021",L,Miranda Maverick,Maycee Barber,Women's Flyweight,S-DEC,3,5:00,0,0,0.0,1:21,1,1,47,143,82,191,21,107,13,20,13,16,43,138,4,5,0,0,2.0,1.0,3291
"July 24, 2021",W,Adrian Yanez,Randy Costa,Bantamweight,KO/TKO,2,2:11,1,0,0.0,0:04,0,0,64,184,64,184,41,146,6,19,17,19,58,172,0,0,6,12,0.0,1.0,3292
"July 24, 2021",L,Randy Costa,Adrian Yanez,Bantamweight,KO/TKO,2,2:11,0,0,0.0,0:00,0,0,69,153,69,153,61,144,5,6,3,3,69,153,0,0,0,0,1.0,0.0,3293
"July 24, 2021",W,Brendan Allen,Punahele Soriano,Middleweight,U-DEC,3,5:00,0,0,0.0,0:00,0,1,94,211,94,211,47,154,37,46,10,11,85,196,9,15,0,0,0.0,2.0,3294
"July 24, 2021",L,Punahele Soriano,Brendan Allen,Middleweight,U-DEC,3,5:00,0,0,0.0,0:21,0,0,66,149,66,149,46,119,17,25,3,5,63,142,3,7,0,0,2.0,0.0,3295
"July 24, 2021",W,Nassourdine Imavov,Ian Heinisch,Middleweight,KO/TKO,2,3:09,0,0,0.0,1:11,1,1,39,96,46,103,32,82,7,14,0,0,29,72,6,6,4,18,0.0,0.0,3296
"July 24, 2021",L,Ian Heinisch,Nassourdine Imavov,Middleweight,KO/TKO,2,3:09,0,0,0.0,1:03,0,3,24,52,25,53,4,25,2,4,18,23,22,50,2,2,0,0,0.0,0.0,3297
"July 24, 2021",W,Mickey Gall,Jordan Williams,Welterweight,SUB,1,2:57,0,2,1.0,0:58,1,2,11,20,11,20,9,17,1,1,1,2,9,18,2,2,0,0,1.0,2.0,3298
"July 24, 2021",L,Jordan Williams,Mickey Gall,Welterweight,SUB,1,2:57,0,0,0.0,0:04,1,1,13,35,13,35,7,29,1,1,5,5,13,34,0,1,0,0,2.0,1.0,3299
"July 24, 2021",W,Julio Arce,Andre Ewell,Bantamweight,KO/TKO,2,3:45,0,0,0.0,0:24,0,0,42,113,44,115,27,88,6,15,9,10,42,113,0,0,0,0,2.0,2.0,3300
"July 24, 2021",L,Andre Ewell,Julio Arce,Bantamweight,KO/TKO,2,3:45,0,0,0.0,0:00,0,0,31,97,31,98,10,63,10,18,11,16,31,97,0,0,0,0,2.0,2.0,3301
"July 24, 2021",W,Sijara Eubanks,Elise Reed,Women's Flyweight,KO/TKO,1,3:49,0,0,0.0,3:41,1,2,22,40,37,55,22,37,0,3,0,0,3,6,0,0,19,34,0.0,0.0,3302
"July 24, 2021",L,Elise Reed,Sijara Eubanks,Women's Flyweight,KO/TKO,1,3:49,0,0,0.0,0:00,0,0,1,4,14,20,1,2,0,2,0,0,1,4,0,0,0,0,0.0,0.0,3303
"July 24, 2021",W,Diana Belbita,Hannah Goldy,Women's Strawweight,U-DEC,3,5:00,1,0,0.0,0:06,0,0,117,211,126,222,68,152,22,29,27,30,101,185,14,22,2,4,0.0,0.0,3304
"July 24, 2021",L,Hannah Goldy,Diana Belbita,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,5:19,2,6,92,182,107,198,56,137,25,32,11,13,58,140,18,23,16,19,0.0,0.0,3305
"July 17, 2021",W,Islam Makhachev,Thiago Moises,Lightweight,SUB,4,2:38,0,1,1.0,8:11,3,6,61,92,148,194,28,56,31,34,2,2,22,41,27,31,12,20,0.0,0.0,3306
"July 17, 2021",L,Thiago Moises,Islam Makhachev,Lightweight,SUB,4,2:38,0,1,0.0,3:24,1,2,13,44,18,51,6,30,5,11,2,3,9,39,3,3,1,2,0.0,0.0,3307
