date,event_id,fight_id,fighter_id,opponent_id,fighter,opponent,target,evaluation_year,training_start,training_through,selected_c,calibration_slope,baseline_probability,external_history_probability,style_probability,external_style_probability
2022-01-22,335ad945324c3a2e,453283e947919ff7,b27a1fcb56a3035a,c32aeb1a59e6272d,Trevin Giles,Michael Morales,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.524595250189613,0.512273012036976,0.550418513890344,0.541987098026461
2022-01-22,335ad945324c3a2e,5ba543efdce072f5,33efaf2d0941cfcf,595db60957de51d3,Andre Fialho,Michel Pereira,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.301181340060723,0.300047161606466,0.309095275772564,0.310331254834547
2022-01-22,335ad945324c3a2e,5da7168ac2ff0e1d,cda1099995b46cc2,dccb63727f2f5f74,Genaro Valdez,Matt Frevola,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.555574903680529,0.547025690528815,0.544764754810334,0.535860625266964
2022-01-22,335ad945324c3a2e,80f65ee9b6f8d63b,0fd5f4b838e890cc,bf7ad5628363eec9,Said Nurmagomedov,Cody Stamann,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.543138316342546,0.537145403517414,0.578658027900878,0.575829202742054
2022-01-22,335ad945324c3a2e,9687021e5c4d092a,601964f9654f911a,72ea1984c52019b5,Tony Gravely,Saimon Oliveira,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.550438769433843,0.564435060782981,0.527953965421167,0.540988850792205
2022-01-22,335ad945324c3a2e,cddd3d4febe097f8,792be9a24df82ed6,aa72b0f831d0bfe5,Brandon Moreno,Deiveson Figueiredo,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.587290828706279,0.588270319802274,0.596803754569895,0.598547423621604
2022-01-22,335ad945324c3a2e,e786542667fdecf0,787bb1f087ccff8a,8d03ce87ca14e778,Ciryl Gane,Francis Ngannou,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.649007786209431,0.650491695069282,0.640661011356386,0.641661233646455
2022-02-05,883922e5cd6d8473,0489b42ac0ab6d4b,147e70aa6cc48cfc,f626118b6da0e020,Tresean Gore,Bryan Battle,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.399021026207619,0.407216087293089,0.439315610677505,0.450036460612445
2022-02-05,883922e5cd6d8473,0730c4e6fb247fa1,2f181c0467965b98,d156513a19acf856,Brendan Allen,Sam Alvey,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.740356295973739,0.72482492678262,0.694454231796887,0.679197789812719
2022-02-05,883922e5cd6d8473,1765fc442ea03873,2526be54e6a0e62a,dee294e9717012c2,Denys Bondar,Malcolm Gordon,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.548091974633519,0.534923491267814,0.529876395189079,0.515794198975666
2022-02-05,883922e5cd6d8473,208c5dc52ccfd47a,902ec2cc48c8ae8a,b93c06d09d1c4ac0,Julian Erosa,Steven Peterson,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.494142556218422,0.454495074145545,0.489220915448833,0.450974408462466
2022-02-05,883922e5cd6d8473,342779192b116314,5f3805dda9661cba,8e382b585a92affe,Jason Witt,Phil Rowe,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.429722414565801,0.414014688870461,0.427142459590792,0.415236067278239
2022-02-05,883922e5cd6d8473,4b67a1875390e7ad,0a1942069c9ad6b6,0d8011111be000b2,Jack Hermansson,Sean Strickland,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.383545877208548,0.379209746641697,0.343081470290136,0.338779152013104
2022-02-05,883922e5cd6d8473,673ed36fa5c12d5f,4c2d90e335e6df19,a78a87d8c2bbb1cb,Alexis Davis,Julija Stoliarenko,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.573799750664707,0.591228433699573,0.58263872243981,0.599720757400111
2022-02-05,883922e5cd6d8473,6b4c2cc27855506a,01afe0916a40c7c5,a53d30163304aa6e,Shavkat Rakhmonov,Carlston Harris,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.609303638886546,0.609797611332929,0.626146889735126,0.626110956934718
2022-02-05,883922e5cd6d8473,84ebbad426d25713,2c9d00968f818270,5bf31a46becc1204,Hakeem Dawodu,Michael Trizano,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.564569763022088,0.5498998703969,0.531843998530673,0.514937240368824
2022-02-05,883922e5cd6d8473,ace166f26c2ac2e8,12585614e0ed2626,64facb6cc564262d,Nick Maximov,Punahele Soriano,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.51029605978278,0.50272600267536,0.463274886732649,0.458316252917887
2022-02-05,883922e5cd6d8473,c816a969cb001168,46e0d677f91bacc0,5fa2974cbd18e05c,Miles Johns,John Castaneda,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.677342989748601,0.679177845462311,0.671606560619764,0.668707619596137
2022-02-05,883922e5cd6d8473,e82f15afac3dac93,41e83a89929d1327,687c15b2eddfaa63,Jailton Almeida,Danilo Marques,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.410722061791196,0.41919939275299,0.431332023129793,0.437240669587764
2022-02-05,883922e5cd6d8473,f9ab966e63968c15,8e9eb3fc86db0f7d,c68c68efaa5ca6ef,Marc-Andre Barriault,Chidi Njokuani,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.588557490048421,0.595448347473624,0.589407549554318,0.595380494944764
2022-02-12,cbb682f5fcc44bfc,18a1617ee7356352,13a0275fa13c4d26,b1a3e0aca758b322,Jared Cannonier,Derek Brunson,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.323150503013799,0.324869163378918,0.300403304816782,0.302479498712339
2022-02-12,cbb682f5fcc44bfc,19e742ccaa09cf08,c0386644627a7ee5,e7e01e266a9d4342,Mana Martinez,Ronnie Lawrence,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.293965708443875,0.282284334056242,0.315498063424845,0.303467989789115
2022-02-12,cbb682f5fcc44bfc,238832b58a66ae07,262a7d06203657e6,b6452706b373eea1,Alexander Hernandez,Renato Moicano,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.571034137889971,0.582731024091098,0.515219503911649,0.519791570990873
2022-02-12,cbb682f5fcc44bfc,388adad23aaa9d39,887961364be5ceb3,b7b84ccd221be298,King Green,Nasrat Haqparast,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.446571199077031,0.424586903700908,0.452588842926614,0.430967110446087
2022-02-12,cbb682f5fcc44bfc,3bebd99d5f94bec7,78a68f1dade6aaf7,9014c02eff8b3d62,Fabio Cherant,Carlos Ulberg,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.449772507661296,0.437270426944807,0.494808822060316,0.486199439383535
2022-02-12,cbb682f5fcc44bfc,507080ccded73591,9edf2c9082cc2cd8,d66a46de8d705353,Blood Diamond,Jeremiah Wells,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.439979865959268,0.450347589075684,0.393775012222636,0.401432275289749
2022-02-12,cbb682f5fcc44bfc,6708f3a32861038a,5da33b8fbfa5ee95,950d0ef5c17157c5,William Knight,Maxim Grishin,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.583203155859621,0.585671674165012,0.560770193677894,0.564102330369165
2022-02-12,cbb682f5fcc44bfc,81c22cfa22002ea4,2b68d9f125d07b42,3738e68d2261e60f,Jared Vanderaa,Andrei Arlovski,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.46367949375678,0.464523962268956,0.460210932653867,0.460787768430235
2022-02-12,cbb682f5fcc44bfc,821bef3a3394dd96,2f6a993c7f547c13,3a314d9fa7c6825d,Sergey Morozov,Douglas Silva de Andrade,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.630893909008424,0.632226845374308,0.638535803111856,0.640463002068246
2022-02-12,cbb682f5fcc44bfc,a0ba726da4a50458,2804ce8dadab5770,60425d07ef4b91a7,Marcelo Rojo,Kyler Phillips,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.135268136403072,0.129872025057089,0.136291721753504,0.130722918885907
2022-02-12,cbb682f5fcc44bfc,b1e048825b5bbe1c,04835018f90b118c,4498b382c65a7faa,Casey O'Neill,Roxanne Modafferi,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.88862486025955,0.888153928188112,0.904467018807161,0.904636243178917
2022-02-12,cbb682f5fcc44bfc,bb42336d6417914c,c62fbc117d57b943,d3df1add9d9a7efb,Tai Tuivasa,Derrick Lewis,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.452226076700275,0.47456204201321,0.442467488266586,0.461522418044727
2022-02-12,cbb682f5fcc44bfc,c16bda7548181613,009c4420727149ea,d4270315cbcf2569,AJ Dobson,Jacob Malkoun,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.353022974984986,0.337576102049923,0.369748192370837,0.355628453811411
2022-02-12,cbb682f5fcc44bfc,ca8f73d038c4d6e7,1338e2c7480bdf9e,e1147d3d2dabe1ce,Israel Adesanya,Robert Whittaker,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.605150432748735,0.613351876154225,0.587856375490152,0.595230038618847
2022-02-19,77940e45bc86208e,04e2d50c24a88dbd,b9437600497350f3,eae431e70064e046,Joaquin Buckley,Abdul Razak Alhassan,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.591581270717081,0.612545444018045,0.576308546143939,0.592475476314169
2022-02-19,77940e45bc86208e,25da52bc590ef664,436f970c9ea9169c,ffe9703408fb5964,Gabriel Benitez,David Onama,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.333047747558516,0.343919227733919,0.352541091775108,0.361736218529485
2022-02-19,77940e45bc86208e,2d8db91f91f68069,4bd6b4800070b069,ef1182eb28c17d4e,Chas Skelly,Mark Striegl,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.519747988671306,0.539892265910438,0.510753114831413,0.528364849820267
2022-02-19,77940e45bc86208e,33cc40fc1da409d3,5dd180c8b3196786,d7e40dca3ae125be,Gloria de Paula,Diana Belbita,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.414899504193014,0.389637784472802,0.41799699419506,0.397536773908754
2022-02-19,77940e45bc86208e,528c208293bdef13,5ec591b78349ba7e,87c0b1c696ddfb43,Christian Rodriguez,Jonathan Pearce,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.386573481036791,0.355513165996219,0.390796550358361,0.365927318797402
2022-02-19,77940e45bc86208e,8cd583f6d10692bc,01fed6f61ebea01f,bc711b6dd95c1af6,Jay Perrin,Mario Bautista,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.48514334658682,0.491923712880326,0.504636072301718,0.510900362796006
2022-02-19,77940e45bc86208e,93026443e5140415,ac40f7e3cbecdda4,c9a94278df042f46,Parker Porter,Alan Baudot,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.414813887234825,0.436214594547226,0.47042318561132,0.492119466373268
2022-02-19,77940e45bc86208e,958799d957945a3a,37f560436d745c18,d1941565abf50b16,Nikolas Motta,Jim Miller,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.53389052572671,0.543657598932242,0.523849795597328,0.53304392844128
2022-02-19,77940e45bc86208e,99fd8396cbe1df03,830f60497fab345a,d6c0cdd7e467c440,Jamie Pickett,Kyle Daukaus,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.371888473287078,0.347114539580303,0.309968792830407,0.286636493364053
2022-02-19,77940e45bc86208e,e36a5d4d53b97d4e,5e6294b37bbef029,6c8072b61c276e67,Stephanie Egger,Jessica-Rose Clark,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.501841896685238,0.48783055021058,0.516221325417827,0.504459875234743
2022-02-19,77940e45bc86208e,ea63f56779100678,8c39367b53eadf8a,c7c39e2fb70248b3,Jesse Strader,Chad Anheliger,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.541894226161952,0.522964737900797,0.542394554244817,0.52841646140851
2022-02-19,77940e45bc86208e,f7865e5a6d009a87,5444c5a201d3ee5a,c21f26bbde777573,Jamahal Hill,Johnny Walker,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.53235753064908,0.538684457685162,0.513022107274445,0.515512757046296
2022-02-26,f6a7b02c42e9fc5b,01468f766dd7385c,4dcfb28c011c11b2,67f272324a030d00,Wellington Turman,Misha Cirkunov,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.379267171333839,0.392234406679267,0.364977527638611,0.377052841124121
2022-02-26,f6a7b02c42e9fc5b,181ceedcacc01d48,798e48f9e7f6ba22,dc7927cd622676a7,Carlos Hernandez,Victor Altamirano,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.510673105588553,0.510492526941287,0.510395925423535,0.510214005599986
2022-02-26,f6a7b02c42e9fc5b,2f4d42e0b9696f71,275aca31f61ba28c,887961364be5ceb3,Islam Makhachev,King Green,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.791494530328016,0.759891683625102,0.795017151211643,0.767395924357653
2022-02-26,f6a7b02c42e9fc5b,61a20ff34b6948ba,a13d755965a4ec9f,e4a47b07044ddd72,Rongzhu,Ignacio Bahamondes,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.435802947475406,0.421562967971975,0.446983868338392,0.436538155515881
2022-02-26,f6a7b02c42e9fc5b,84d633d4a9fbf331,369ea36e450ae62a,d1c65d2cf2925ddd,Armen Petrosyan,Gregory Rodrigues,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.252545685036395,0.253049072034812,0.304133589598912,0.306086739859583
2022-02-26,f6a7b02c42e9fc5b,8515f07911765f89,58bbef3770bb2dfc,eae48ff31db420c2,Joel Alvarez,Arman Tsarukyan,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.265102269984591,0.247001540146948,0.296584145105244,0.280451678422688
2022-02-26,f6a7b02c42e9fc5b,901e62b7af57f559,80daefbed11ce998,f2477cf43c4975cc,Alejandro Perez,Jonathan Martinez,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.444852483201194,0.435734433266552,0.453061055325537,0.450292587008376
2022-02-26,f6a7b02c42e9fc5b,c4eb14c3de579842,a20f234df70f2182,b1e5bcaad32a3cac,Ji Yeon Kim,Priscila Cachoeira,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.645541450989863,0.647797613372362,0.68643119605251,0.6908580641042
2022-02-26,f6a7b02c42e9fc5b,c5d5fcf290cc029e,3d074044a33825e7,ce175eaafe867d1f,Ramiz Brahimaj,Micheal Gillmore,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.547498477701356,0.551411097866937,0.519340570321593,0.520553557820734
2022-02-26,f6a7b02c42e9fc5b,cb1f27818d46af0e,1e4f273069fb9e85,809bd1a871491508,Fares Ziam,Terrance McKinney,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.543749256085491,0.555355546110704,0.568079312908436,0.580494631052657
2022-02-26,f6a7b02c42e9fc5b,f087a10a6f2bcc99,3eb4dc9a7d4ac906,68d35296f566792b,Ramona Pascual,Josiane Nunes,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.315888758122151,0.329074933863752,0.317476104221782,0.330127014106393
2022-03-05,75e0d3cc2262b732,36d9337a27b71ba9,207773daeb4afa7b,5b86d491d63890c5,Devonte Smith,Ludovit Klein,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.487118018531474,0.479757948469102,0.542437047650825,0.540512377397521
2022-03-05,75e0d3cc2262b732,43b43c5d439b2f98,3a46b268013afede,57b10fca4f9c9a7a,Kevin Holland,Alex Oliveira,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.794720556012748,0.777477057112143,0.777187371205599,0.760382832710149
2022-03-05,75e0d3cc2262b732,59d44b6888885500,2b6fc1c02736833d,7be14eaed4c74856,Umar Nurmagomedov,Brian Kelleher,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.751354072370157,0.748626893506067,0.732887808753957,0.729591564482069
2022-03-05,75e0d3cc2262b732,838bb84a5a976a9c,6a2f7c151031653d,b6452706b373eea1,Rafael Dos Anjos,Renato Moicano,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.480432817613439,0.483436989331203,0.464058950433263,0.464600240207317
2022-03-05,75e0d3cc2262b732,9321b3c90ea5ca6c,c41d426cc7326d1b,cd2c4d30c6e13b47,Yan Xiaonan,Marina Rodriguez,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.306697087260719,0.307127489557084,0.310405026219726,0.313244941110292
2022-03-05,75e0d3cc2262b732,abd45edc07a8d9e3,64a50dad704d1d49,d9c6f19f958643e9,Edson Barboza,Bryce Mitchell,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.363664697535152,0.356056515466418,0.353530968392331,0.345123732687477
2022-03-05,75e0d3cc2262b732,c420c376cc1d149c,c96d9178c9ed9e62,f00ac08ab056af5d,Tim Elliott,Tagir Ulanbekov,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.388286820087671,0.392718794743823,0.36704438971967,0.367441087260894
2022-03-05,75e0d3cc2262b732,c6fc43c351b08bda,a08ddd04eaffd81d,b4192a975027aab6,Mariya Agapova,Maryna Moroz,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.644015524371481,0.655787334711757,0.651032559103865,0.660087252104266
2022-03-05,75e0d3cc2262b732,cda06ff86cfe4f5f,85073dbd1be65ed9,e2f6b2769aaedd6c,Greg Hardy,Serghei Spivac,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.410261689959495,0.412692811834524,0.439441113849608,0.443448959643143
2022-03-05,75e0d3cc2262b732,d03d0abf331df751,47b9e0e7703a4868,dc9572dd6ec74859,Jorge Masvidal,Colby Covington,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.334028240354989,0.328634885059281,0.350408628090317,0.347108915604236
2022-03-05,75e0d3cc2262b732,d5323490163dde0e,0d65c432720accb9,e4277e87a789d687,Michal Oleksiejczuk,Dustin Jacoby,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.634474028008361,0.657317601768976,0.611271195984305,0.630966637592836
2022-03-05,75e0d3cc2262b732,ee278a5a25744cac,8667caa0451d245b,8c57c7b8c3bab0eb,Kennedy Nzechukwu,Nicolae Negumereanu,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.701518924822548,0.708827634764569,0.723955888959495,0.731371747217786
2022-03-05,75e0d3cc2262b732,fce6ab43b7d09aa4,4d8fa64202cee4c1,af9f42e6894047fc,Jalin Turner,Jamie Mullarkey,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.587015801302264,0.602040436223531,0.659197579253419,0.671647916191145
2022-03-12,1f9344211ca7fd60,226884e46a10865d,12ebd7d157e91701,e5549c82bfb5582d,Bruno Silva,Alex Pereira,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.546381054129257,0.557077214555091,0.553910349673083,0.566345490490197
2022-03-12,1f9344211ca7fd60,23eec2d9cb2d78cd,37d5b176d438d2a5,749f572d1d3161fb,Karl Roberson,Khalil Rountree Jr.,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.574457820616852,0.547060391083029,0.558884920085272,0.535658163897824
2022-03-12,1f9344211ca7fd60,26fbee4ed13ff35d,38c7f72747f4f712,6fd953151d981979,Gillian Robertson,JJ Aldrich,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.492743556023477,0.502738224445824,0.473864139334352,0.484886587873843
2022-03-12,1f9344211ca7fd60,3b06c512abfa0494,4aa58269d0664b5b,725b1abc9a39d873,Matthew Semelsberger,AJ Fletcher,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.661408107875408,0.658323420306287,0.646428867419564,0.643461695769534
2022-03-12,1f9344211ca7fd60,463fac0e48505b62,519e4fe37ce9ff75,809bd1a871491508,Drew Dober,Terrance McKinney,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.364962877314161,0.371584012788843,0.374776418722508,0.382149955329219
2022-03-12,1f9344211ca7fd60,5cad3ab6553e9ec9,29af297d9f1de0f8,c7d7fda69ec410d3,Damon Jackson,Kamuela Kirk,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.32077797691856,0.341840244927473,0.376190538482329,0.393682493632349
2022-03-12,1f9344211ca7fd60,70b8d357e89383bd,7aa3d6964eff4877,94426bb170c88115,Alex Caceres,Sodiq Yusuff,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.388996147424032,0.370648967389568,0.391621916710729,0.374064056722667
2022-03-12,1f9344211ca7fd60,8aa16cc1ba99aac1,d802174b0c0c1f4e,dea070ed4a2a8281,Magomed Ankalaev,Thiago Santos,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.702088810256364,0.720217879385056,0.683552746669817,0.697901153352545
2022-03-12,1f9344211ca7fd60,9b46a662b8fa1d8d,efb96bf3e9ada36f,fea79f9bc8c68769,Song Yadong,Marlon Moraes,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.821069544169936,0.813747240495438,0.810321784136498,0.802742509857004
2022-03-12,1f9344211ca7fd60,9cb78122a23e6a7d,ce632027bf2a871b,f14f644d41ade29f,Dalcha Lungiambula,Cody Brundage,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.334346275832558,0.334485636958832,0.345959698171778,0.343683900416153
2022-03-12,1f9344211ca7fd60,b400c29fbeee0206,9c27f3217891f3f0,d05412b513b19621,Kris Moutinho,Guido Cannetti,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.525832156768975,0.53887963105593,0.470259912786765,0.487465276237098
2022-03-12,1f9344211ca7fd60,b55de7d791b9f62d,70d2329a92864fdb,f29a6350c69f4a33,Sabina Mazo,Miranda Maverick,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.400433167031597,0.415240127814226,0.451325096127861,0.466347383540444
2022-03-12,1f9344211ca7fd60,b70313eae7c24b27,bbab3baf66128ae2,ec23c1be628d8057,Javid Basharat,Trevin Jones,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.578985891477309,0.582369971366052,0.533620911114373,0.533686169383484
2022-03-12,1f9344211ca7fd60,f10c2c84652ef573,6aae253467e8f9ce,e90a2f22417af68e,Tafon Nchukwi,Azamat Murzakanov,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.7661998516178,0.766793835622255,0.711925639880196,0.709613394412232
2022-03-19,1d00756835ca67c9,001441f70c293931,7826923b47f8d72a,ec18eb918121787c,Paddy Pimblett,Kazula Vargas,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.71734150333153,0.718554780569398,0.70687452176437,0.707654266940788
2022-03-19,1d00756835ca67c9,06641a8c62e45661,279566840aa55bf2,399afbabc02376b5,Alexander Volkov,Tom Aspinall,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.469188096261057,0.476208322774026,0.463907732555411,0.469099472183625
2022-03-19,1d00756835ca67c9,4c7e55061dc3bf89,75353550928a7921,7f6ed67d3ed3c036,Muhammad Mokaev,Cody Durden,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.570214527297236,0.560381911846134,0.537559428823115,0.524869327897051
2022-03-19,1d00756835ca67c9,53d0df57a917c6a0,45e738622ea2c02c,b8a85389d115e35a,Timur Valiev,Jack Shore,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.189238568179125,0.180708346374969,0.190784491540319,0.183485197339179
